Date,Team,Relinquished,injury_name,status,year,month,played_season
2014-04-01,Nets,Marcus Thornton,back injury,DNP,2014,4,2013
2014-04-01,Rockets,Dwight Howard,sprained left ankle,DNP,2014,4,2013
2014-04-01,Rockets,Patrick Beverley,sprained right knee,DNP,2014,4,2013
2014-04-01,Rockets,Terrence Jones,flu,DNP,2014,4,2013
2014-04-01,Warriors,Andrew Bogut,bruised pelvis,DNP,2014,4,2013
2014-04-01,Warriors,David Lee,strained right hamstring,DNP,2014,4,2013
2014-04-02,76ers,B.J. Mullens,sprained left ankle,DNP,2014,4,2013
2014-04-02,Bobcats,Josh McRoberts,sprained left ankle,DNP,2014,4,2013
2014-04-02,Bucks,Ersan Ilyasova,right ankle injury,DNP,2014,4,2013
2014-04-02,Bucks,Nate Wolters,fractured left hand,DNP,2014,4,2013
2014-04-02,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-02,Cavaliers,Anderson Varejao,sprained AC joint in right shoulder,DNP,2014,4,2013
2014-04-02,Cavaliers,Anthony Bennett,strained patellar tendon in left knee,DNP,2014,4,2013
2014-04-02,Cavaliers,C.J. Miles,sprained left ankle,DNP,2014,4,2013
2014-04-02,Celtics,Avery Bradley,strained right Achilles tendon,DNP,2014,4,2013
2014-04-02,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-02,Clippers,Danny Granger,strained left hamstring,DNP,2014,4,2013
2014-04-02,Clippers,Jamal Crawford,left calf injury,DNP,2014,4,2013
2014-04-02,Heat,Dwyane Wade,strained left hamstring,"",2014,4,2013
2014-04-02,Kings,Aaron Gray,stomach illness,DNP,2014,4,2013
2014-04-02,Kings,Isaiah Thomas,bruised right quadriceps,DNP,2014,4,2013
2014-04-02,Lakers,Chris Kaman,sore right calf,DNP,2014,4,2013
2014-04-02,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-02,Lakers,Steve Nash,sprained ankle / nerve root irritation,P,2014,4,2013
2014-04-02,Lakers,Xavier Henry,torn ligament in left wrist,DNP,2014,4,2013
2014-04-02,Nets,Andrei Kirilenko,sprained left ankle,DNP,2014,4,2013
2014-04-02,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-02,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-02,Nuggets,Wilson Chandler,strained left groin,DNP,2014,4,2013
2014-04-02,Pacers,Solomon Hill,sore back,DNP,2014,4,2013
2014-04-02,Pelicans,Eric Gordon,left knee tendinitis,DNP,2014,4,2013
2014-04-02,Pelicans,Jason Smith,right knee injury,DNP,2014,4,2013
2014-04-02,Raptors,Kyle Lowry,sore left knee,"",2014,4,2013
2014-04-02,Rockets,Dwight Howard,sprained left ankle,DNP,2014,4,2013
2014-04-02,Rockets,Patrick Beverley,sprained right knee,DNP,2014,4,2013
2014-04-02,Spurs,Aron Baynes,rib injury,DNP,2014,4,2013
2014-04-02,Spurs,Austin Daye,strained lat,DNP,2014,4,2013
2014-04-02,Timberwolves,Nikola Pekovic,sore right ankle,"",2014,4,2013
2014-04-02,Warriors,Andre Iguodala,right knee injury,DNP,2014,4,2013
2014-04-02,Warriors,Andrew Bogut,bruised pelvis,DNP,2014,4,2013
2014-04-02,Warriors,David Lee,strained right hamstring / right knee tendinitis,P,2014,4,2013
2014-04-02,Heat,Ray Allen,stomach virus,DNP,2014,4,2013
2014-04-03,Clippers,Danny Granger,strained left hamstring,"",2014,4,2013
2014-04-03,Clippers,Jamal Crawford,left calf injury,DNP,2014,4,2013
2014-04-03,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-03,Spurs,Aron Baynes,rib injury,"",2014,4,2013
2014-04-03,Spurs,Austin Daye,strained lat,DNP,2014,4,2013
2014-04-03,Spurs,Manu Ginobili,rest,DNP,2014,4,2013
2014-04-04,76ers,B.J. Mullens,sprained left ankle,DNP,2014,4,2013
2014-04-04,Bobcats,Josh McRoberts,sprained left ankle,DNP,2014,4,2013
2014-04-04,Bucks,Ekpe Udoh,right knee injury,DNP,2014,4,2013
2014-04-04,Bucks,Ersan Ilyasova,right ankle injury,DNP,2014,4,2013
2014-04-04,Bucks,Nate Wolters,fractured left hand,DNP,2014,4,2013
2014-04-04,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-04,Cavaliers,C.J. Miles,sprained left ankle,out for season,2014,4,2013
2014-04-04,Cavaliers,Sergey Karasev,right knee tendinitis,DNP,2014,4,2013
2014-04-04,Cavaliers,Will Bynum,foot injury,out for season,2014,4,2013
2014-04-04,Celtics,Avery Bradley,strained right Achilles tendon,DNP,2014,4,2013
2014-04-04,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-04,Heat,Justin Hamilton,illness,DNP,2014,4,2013
2014-04-04,Jazz,Brandon Rush,illness,"",2014,4,2013
2014-04-04,Kings,Aaron Gray,illness,DNP,2014,4,2013
2014-04-04,Kings,Isaiah Thomas,bruised right quadriceps,DNP,2014,4,2013
2014-04-04,Lakers,Chris Kaman,sore right calf,DNP,2014,4,2013
2014-04-04,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-04,Lakers,Xavier Henry,torn ligament in left wrist,DNP,2014,4,2013
2014-04-04,Magic,Nikola Vucevic,sore left Achilles,DNP,2014,4,2013
2014-04-04,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-04,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-04,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-04,Nuggets,Wilson Chandler,strained left groin,DNP,2014,4,2013
2014-04-04,Pacers,Solomon Hill,sore back,DNP,2014,4,2013
2014-04-04,Pelicans,Eric Gordon,left knee tendinitis,DNP,2014,4,2013
2014-04-04,Pelicans,Jason Smith,right knee injury,DNP,2014,4,2013
2014-04-04,Raptors,Amir Johnson,right ankle injury,"",2014,4,2013
2014-04-04,Rockets,Dwight Howard,sprained left ankle,DNP,2014,4,2013
2014-04-04,Rockets,Patrick Beverley,sprained right knee,DNP,2014,4,2013
2014-04-04,Thunder,Russell Westbrook,rest / knee injury,DNP,2014,4,2013
2014-04-04,Thunder,Thabo Sefolosha,strained left calf,P,2014,4,2013
2014-04-04,Timberwolves,Dante Cunningham,legal issues,"",2014,4,2013
2014-04-04,Timberwolves,Kevin Martin,sore right foot,DNP,2014,4,2013
2014-04-04,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-04,Warriors,Andrew Bogut,bruised pelvis,DNP,2014,4,2013
2014-04-04,Warriors,David Lee,strained right hamstring,DNP,2014,4,2013
2014-04-05,76ers,B.J. Mullens,sprained left ankle,DNP,2014,4,2013
2014-04-05,Bobcats,Josh McRoberts,sprained left ankle,DNP,2014,4,2013
2014-04-05,Bucks,Ekpe Udoh,right knee injury,DNP,2014,4,2013
2014-04-05,Bucks,Ersan Ilyasova,right ankle injury,DNP,2014,4,2013
2014-04-05,Bucks,Miroslav Raduljica,sprained ankle,DNP,2014,4,2013
2014-04-05,Bucks,Nate Wolters,fractured left hand,DNP,2014,4,2013
2014-04-05,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-05,Cavaliers,Sergey Karasev,right knee tendinitis,DNP,2014,4,2013
2014-04-05,Celtics,Avery Bradley,strained right Achilles tendon,DNP,2014,4,2013
2014-04-05,Celtics,Kris Humphries,strained patella tendon in right knee,DNP,2014,4,2013
2014-04-05,Celtics,Rajon Rondo,rest,DNP,2014,4,2013
2014-04-05,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-05,Lakers,Steve Nash,back injury,DNP,2014,4,2013
2014-04-05,Magic,Nikola Vucevic,sore left Achilles,DNP,2014,4,2013
2014-04-05,Timberwolves,Kevin Love,back spasms,DNP,2014,4,2013
2014-04-05,Timberwolves,Kevin Martin,sore right foot,DNP,2014,4,2013
2014-04-05,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-05,Timberwolves,Shabazz Muhammad,sore right knee,DNP,2014,4,2013
2014-04-06,Clippers,Danny Granger,strained left hamstring,DNP,2014,4,2013
2014-04-06,Clippers,Jamal Crawford,left calf injury,DNP,2014,4,2013
2014-04-06,Grizzlies,Tayshaun Prince,sprained left ankle,"",2014,4,2013
2014-04-06,Hawks,Lou Williams,hamstring injury,DNP,2014,4,2013
2014-04-06,Heat,Chris Andersen,bruised right knee,DNP,2014,4,2013
2014-04-06,Heat,Justin Hamilton,illness,DNP,2014,4,2013
2014-04-06,Kings,Isaiah Thomas,bruised right quadriceps,DNP,2014,4,2013
2014-04-06,Lakers,Chris Kaman,sore/strained right calf,DNP,2014,4,2013
2014-04-06,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-06,Lakers,Steve Nash,nerve root irritation,DNP,2014,4,2013
2014-04-06,Lakers,Xavier Henry,left wrist injury,"",2014,4,2013
2014-04-06,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-06,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-06,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-06,Nuggets,Ty Lawson,sprained left ankle,DNP,2014,4,2013
2014-04-06,Nuggets,Wilson Chandler,strained left groin,DNP,2014,4,2013
2014-04-06,Pacers,Solomon Hill,sore back,DNP,2014,4,2013
2014-04-06,Pelicans,Eric Gordon,left knee tendinitis,DNP,2014,4,2013
2014-04-06,Pelicans,Jason Smith,right knee injury,DNP,2014,4,2013
2014-04-06,Rockets,Dwight Howard,sprained left ankle,DNP,2014,4,2013
2014-04-06,Rockets,Patrick Beverley,sprained right knee,DNP,2014,4,2013
2014-04-06,Warriors,David Lee,strained right hamstring / nerve irritation in right leg,P,2014,4,2013
2014-04-06,Lakers,Jordan Farmar,strained right groin,DNP,2014,4,2013
2014-04-07,Lakers,Kent Bazemore,right foot injury,out indefinitely,2014,4,2013
2014-04-08,Hawks,Lou Williams,hamstring injury,DNP,2014,4,2013
2014-04-08,Heat,Udonis Haslem,stomach virus,DNP,2014,4,2013
2014-04-08,Kings,Isaiah Thomas,bruised right quadriceps,DNP,2014,4,2013
2014-04-08,Kings,Reggie Evans,sore lower back,DNP,2014,4,2013
2014-04-08,Kings,Rudy Gay,strained lower back,DNP,2014,4,2013
2014-04-08,Lakers,Chris Kaman,sore/strained right calf,DNP,2014,4,2013
2014-04-08,Lakers,Kent Bazemore,torn tendon in right foot,DNP,2014,4,2013
2014-04-08,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-08,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-08,Nets,Andray Blatche,illness,DNP,2014,4,2013
2014-04-08,Nets,Kevin Garnett,back injury,"",2014,4,2013
2014-04-08,Pelicans,Ryan Anderson,surgery on neck to repair herniated disc,out for season,2014,4,2013
2014-04-08,Pistons,Josh Smith,knee injury,DNP,2014,4,2013
2014-04-08,Rockets,Dwight Howard,sprained left ankle,DNP,2014,4,2013
2014-04-08,Rockets,Patrick Beverley,sprained right knee,DNP,2014,4,2013
2014-04-08,Spurs,Tony Parker,back spasms,"",2014,4,2013
2014-04-08,Thunder,Russell Westbrook,knee injury,DNP,2014,4,2013
2014-04-08,Timberwolves,Chase Budinger,sprained right ankle,DNP,2014,4,2013
2014-04-08,Timberwolves,Kevin Martin,sore right foot,DNP,2014,4,2013
2014-04-08,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-08,Timberwolves,Shabazz Muhammad,sprained MCL in right knee,out for season,2014,4,2013
2014-04-09,76ers,B.J. Mullens,sprained left ankle,DNP,2014,4,2013
2014-04-09,Blazers,Mo Williams,knee injury,"",2014,4,2013
2014-04-09,Bucks,Ekpe Udoh,right knee injury,DNP,2014,4,2013
2014-04-09,Bucks,Ersan Ilyasova,right ankle injury,out for season,2014,4,2013
2014-04-09,Bucks,Miroslav Raduljica,sprained ankle,DNP,2014,4,2013
2014-04-09,Bucks,Nate Wolters,fractured left hand,out for season,2014,4,2013
2014-04-09,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-09,Celtics,Kris Humphries,strained patella tendon in right knee,DNP,2014,4,2013
2014-04-09,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-09,Clippers,Danny Granger,strained left hamstring,DNP,2014,4,2013
2014-04-09,Clippers,Jamal Crawford,left calf injury,DNP,2014,4,2013
2014-04-09,Hawks,Pero Antic,sore right ankle,DNP,2014,4,2013
2014-04-09,Heat,Chris Andersen,bruised right knee,DNP,2014,4,2013
2014-04-09,Heat,Udonis Haslem,stomach virus,DNP,2014,4,2013
2014-04-09,Kings,Isaiah Thomas,bruised right quadriceps,DNP,2014,4,2013
2014-04-09,Kings,Rudy Gay,strained lower back,DNP,2014,4,2013
2014-04-09,Magic,Nikola Vucevic,sore left Achilles,DNP,2014,4,2013
2014-04-09,Nets,Andray Blatche,illness,"",2014,4,2013
2014-04-09,Nets,Paul Pierce,right hip pointer,DNP,2014,4,2013
2014-04-09,Nets,Shaun Livingston,sprained right big toe,DNP,2014,4,2013
2014-04-09,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-09,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-09,Nuggets,Ty Lawson,sprained left ankle,DNP,2014,4,2013
2014-04-09,Nuggets,Wilson Chandler,strained left groin,DNP,2014,4,2013
2014-04-09,Pacers,David West,rest,DNP,2014,4,2013
2014-04-09,Pacers,George Hill,rest,DNP,2014,4,2013
2014-04-09,Pacers,Lance Stephenson,rest,DNP,2014,4,2013
2014-04-09,Pacers,Paul George,rest,DNP,2014,4,2013
2014-04-09,Pelicans,Anthony Davis,back spasms,DNP,2014,4,2013
2014-04-09,Pelicans,Eric Gordon,left knee tendinitis,DNP,2014,4,2013
2014-04-09,Pelicans,Jason Smith,right knee injury,DNP,2014,4,2013
2014-04-09,Pistons,Josh Smith,patellar tendinitis in left knee,DNP,2014,4,2013
2014-04-09,Rockets,Dwight Howard,sprained left ankle,"",2014,4,2013
2014-04-09,Rockets,Patrick Beverley,sprained right knee,DNP,2014,4,2013
2014-04-09,Timberwolves,Chase Budinger,sprained right ankle,DNP,2014,4,2013
2014-04-09,Timberwolves,Jose Barea,back spasms,DNP,2014,4,2013
2014-04-09,Timberwolves,Kevin Martin,sore right foot,DNP,2014,4,2013
2014-04-09,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-10,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-10,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-10,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-10,Nuggets,Ty Lawson,sprained left ankle,DNP,2014,4,2013
2014-04-10,Nuggets,Wilson Chandler,strained left groin,DNP,2014,4,2013
2014-04-10,Warriors,David Lee,strained right hamstring / nerve irritation in right leg,P,2014,4,2013
2014-04-11,Bobcats,Kemba Walker,sore right groin,DNP,2014,4,2013
2014-04-11,Bucks,Ekpe Udoh,right knee injury,DNP,2014,4,2013
2014-04-11,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-11,Cavaliers,Luol Deng,back injury,DNP,2014,4,2013
2014-04-11,Celtics,Rajon Rondo,bruised left shin,DNP,2014,4,2013
2014-04-11,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-11,Jazz,Marvin Williams,knee injury,"",2014,4,2013
2014-04-11,Lakers,Chris Kaman,sore/strained right calf,DNP,2014,4,2013
2014-04-11,Lakers,Kent Bazemore,torn tendon in right foot,DNP,2014,4,2013
2014-04-11,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-11,Lakers,Steve Nash,back injury / nerve root irritation,DNP,2014,4,2013
2014-04-11,Lakers,Xavier Henry,surgery on left wrist and right knee,out indefinitely,2014,4,2013
2014-04-11,Magic,Nikola Vucevic,sore left Achilles,DNP,2014,4,2013
2014-04-11,Nets,Alan Anderson,sore abdominal muscle,DNP,2014,4,2013
2014-04-11,Nets,Deron Williams,knee injury,"",2014,4,2013
2014-04-11,Nets,Shaun Livingston,sprained right big toe,DNP,2014,4,2013
2014-04-11,Pelicans,Anthony Davis,back spasms,DNP,2014,4,2013
2014-04-11,Pelicans,Eric Gordon,left knee tendinitis,DNP,2014,4,2013
2014-04-11,Pelicans,Jason Smith,right knee injury,"",2014,4,2013
2014-04-11,Pistons,Josh Smith,patellar tendinitis in left knee,DNP,2014,4,2013
2014-04-11,Raptors,Landry Fields,respiratory ailment,"",2014,4,2013
2014-04-11,Rockets,Patrick Beverley,sprained right knee,DNP,2014,4,2013
2014-04-11,Spurs,Manu Ginobili,calf injury / rest,DNP,2014,4,2013
2014-04-11,Spurs,Matt Bonner,food poisoning,DNP,2014,4,2013
2014-04-11,Spurs,Tim Duncan,rest,"",2014,4,2013
2014-04-11,Suns,Goran Dragic,sprained ankle,DNP,2014,4,2013
2014-04-11,Timberwolves,Chase Budinger,sprained right ankle,DNP,2014,4,2013
2014-04-11,Timberwolves,Kevin Love,hyperextended right elbow,DNP,2014,4,2013
2014-04-11,Timberwolves,Kevin Martin,sore right foot,DNP,2014,4,2013
2014-04-11,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-11,Warriors,Andre Iguodala,right knee tendinitis,DNP,2014,4,2013
2014-04-11,Warriors,Jermaine O'Neal,left knee injury,DNP,2014,4,2013
2014-04-11,Cavaliers,Anthony Bennett,strained patellar tendon in left knee,DNP,2014,4,2013
2014-04-11,Cavaliers,C.J. Miles,sprained left ankle,DNP,2014,4,2013
2014-04-12,76ers,Jarvis Varnado,sore right heel,DNP,2014,4,2013
2014-04-12,Bobcats,Kemba Walker,sore right groin,DNP,2014,4,2013
2014-04-12,Bucks,Brandon Knight,hip injury,DNP,2014,4,2013
2014-04-12,Bucks,Ekpe Udoh,right knee injury,DNP,2014,4,2013
2014-04-12,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-12,Cavaliers,Anthony Bennett,strained patellar tendon in left knee,DNP,2014,4,2013
2014-04-12,Cavaliers,C.J. Miles,sprained left ankle,DNP,2014,4,2013
2014-04-12,Cavaliers,Luol Deng,back injury,DNP,2014,4,2013
2014-04-12,Celtics,Jared Sullinger,sprained left ankle,DNP,2014,4,2013
2014-04-12,Celtics,Jerryd Bayless,hyperextended right knee,DNP,2014,4,2013
2014-04-12,Celtics,Kris Humphries,strained patella tendon in right knee,DNP,2014,4,2013
2014-04-12,Celtics,Rajon Rondo,bruised left shin,DNP,2014,4,2013
2014-04-12,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-12,Clippers,Danny Granger,strained left hamstring,DNP,2014,4,2013
2014-04-12,Hawks,Pero Antic,sprained right ankle,DNP,2014,4,2013
2014-04-12,Jazz,Marvin Williams,knee injury,DNP,2014,4,2013
2014-04-12,Kings,Isaiah Thomas,bruised right quadriceps,DNP,2014,4,2013
2014-04-12,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-12,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-12,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-12,Nuggets,Ty Lawson,sprained left ankle,DNP,2014,4,2013
2014-04-12,Pelicans,Anthony Davis,back spasms,DNP,2014,4,2013
2014-04-12,Pelicans,Brian Roberts,sprained left ankle,DNP,2014,4,2013
2014-04-12,Pelicans,Eric Gordon,left knee tendinitis,surgery,2014,4,2013
2014-04-12,Pelicans,Jason Smith,right knee injury,DNP,2014,4,2013
2014-04-12,Pelicans,Tyreke Evans,DNP,"",2014,4,2013
2014-04-12,Rockets,Chandler Parsons,sore wrist,DNP,2014,4,2013
2014-04-12,Rockets,Francisco Garcia,back injury,"",2014,4,2013
2014-04-12,Wizards,Nene Hilario,knee injury,"",2014,4,2013
2014-04-13,Kings,Rudy Gay,strained lower back,DNP,2014,4,2013
2014-04-13,Lakers,Chris Kaman,sore/strained right calf,DNP,2014,4,2013
2014-04-13,Lakers,Kent Bazemore,torn tendon in right foot,DNP,2014,4,2013
2014-04-13,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-13,Lakers,Steve Nash,back injury / nerve root irritation,DNP,2014,4,2013
2014-04-13,Magic,Jameer Nelson,strained left groin,DNP,2014,4,2013
2014-04-13,Magic,Nikola Vucevic,sore left Achilles,DNP,2014,4,2013
2014-04-13,Nets,Alan Anderson,sore abdominal muscle,DNP,2014,4,2013
2014-04-13,Nets,Shaun Livingston,sprained right big toe,"",2014,4,2013
2014-04-13,Pistons,Josh Smith,patellar tendinitis in left knee,DNP,2014,4,2013
2014-04-13,Raptors,Landry Fields,respiratory ailment,DNP,2014,4,2013
2014-04-13,Timberwolves,Chase Budinger,sprained right ankle,DNP,2014,4,2013
2014-04-13,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-14,Bucks,Ekpe Udoh,right knee injury,DNP,2014,4,2013
2014-04-14,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-14,Celtics,Jared Sullinger,sprained left ankle,DNP,2014,4,2013
2014-04-14,Celtics,Jerryd Bayless,hyperextended right knee,DNP,2014,4,2013
2014-04-14,Celtics,Kris Humphries,strained patella tendon in right knee,DNP,2014,4,2013
2014-04-14,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-14,Jazz,Marvin Williams,knee injury,DNP,2014,4,2013
2014-04-14,Lakers,Chris Kaman,sore/strained right calf,DNP,2014,4,2013
2014-04-14,Lakers,Kent Bazemore,torn tendon in right foot,DNP,2014,4,2013
2014-04-14,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-14,Lakers,Steve Nash,back injury / nerve root irritation,DNP,2014,4,2013
2014-04-14,Magic,Jameer Nelson,strained left groin,DNP,2014,4,2013
2014-04-14,Magic,Nikola Vucevic,sore left Achilles,DNP,2014,4,2013
2014-04-14,Pelicans,Anthony Davis,back spasms,DNP,2014,4,2013
2014-04-14,Pelicans,Brian Roberts,sprained left ankle,DNP,2014,4,2013
2014-04-14,Pelicans,Eric Gordon,left knee tendinitis,DNP,2014,4,2013
2014-04-14,Pelicans,Jason Smith,right knee injury,DNP,2014,4,2013
2014-04-14,Raptors,DeMar DeRozan,DNP,"",2014,4,2013
2014-04-14,Raptors,Landry Fields,respiratory ailment,DNP,2014,4,2013
2014-04-14,Spurs,Patty Mills,rest,DNP,2014,4,2013
2014-04-14,Thunder,Russell Westbrook,rest,"",2014,4,2013
2014-04-14,Timberwolves,Chase Budinger,sprained right ankle,DNP,2014,4,2013
2014-04-14,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-14,Timberwolves,Ronny Turiaf,right knee injury,DNP,2014,4,2013
2014-04-14,Warriors,Andrew Bogut,fractured right rib,"",2014,4,2013
2014-04-14,Wizards,Chris Singleton,placed on IL,out for season,2014,4,2013
2014-04-15,Clippers,Danny Granger,strained left hamstring,DNP,2014,4,2013
2014-04-15,Knicks,Carmelo Anthony,torn labrum in right shoulder,DNP,2014,4,2013
2014-04-15,Nets,Alan Anderson,sore abdominal muscle,DNP,2014,4,2013
2014-04-15,Nets,Shaun Livingston,sprained right big toe,DNP,2014,4,2013
2014-04-15,Nuggets,Danilo Gallinari,torn ACL in left knee,out for season,2014,4,2013
2014-04-15,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-15,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-15,Nuggets,Ty Lawson,sprained left ankle,DNP,2014,4,2013
2014-04-16,Blazers,LaMarcus Aldridge,placed on IL,out for season,2014,4,2013
2014-04-16,Bucks,Ekpe Udoh,right knee injury,DNP,2014,4,2013
2014-04-16,Bucks,O.J. Mayo,sprained right ankle,DNP,2014,4,2013
2014-04-16,Cavaliers,Anderson Varejao,DNP,"",2014,4,2013
2014-04-16,Cavaliers,Luol Deng,back injury,out for season,2014,4,2013
2014-04-16,Celtics,Jared Sullinger,sprained left ankle,DNP,2014,4,2013
2014-04-16,Celtics,Jerryd Bayless,hyperextended right knee,DNP,2014,4,2013
2014-04-16,Celtics,Kris Humphries,strained patella tendon in right knee,DNP,2014,4,2013
2014-04-16,Celtics,Vitor Faverani,knee injury,DNP,2014,4,2013
2014-04-16,Clippers,Chris Paul,rest,DNP,2014,4,2013
2014-04-16,Clippers,Danny Granger,strained left hamstring,DNP,2014,4,2013
2014-04-16,Clippers,J.J. Redick,rest,DNP,2014,4,2013
2014-04-16,Hawks,Paul Millsap,DNP,"",2014,4,2013
2014-04-16,Heat,Mario Chalmers,DNP,"",2014,4,2013
2014-04-16,Jazz,Enes Kanter,knee injury,DNP,2014,4,2013
2014-04-16,Jazz,Marvin Williams,knee injury,DNP,2014,4,2013
2014-04-16,Knicks,Carmelo Anthony,torn labrum in right shoulder,DNP,2014,4,2013
2014-04-16,Knicks,Raymond Felton,ankle injury,DNP,2014,4,2013
2014-04-16,Lakers,Chris Kaman,sore/strained right calf,DNP,2014,4,2013
2014-04-16,Lakers,Kent Bazemore,torn tendon in right foot,DNP,2014,4,2013
2014-04-16,Lakers,Kent Bazemore,surgery on right foot to repair torn tendon,"",2014,4,2013
2014-04-16,Lakers,Pau Gasol,vertigo,DNP,2014,4,2013
2014-04-16,Lakers,Steve Nash,back injury / nerve root irritation,DNP,2014,4,2013
2014-04-16,Magic,Jameer Nelson,strained left groin,DNP,2014,4,2013
2014-04-16,Magic,Nikola Vucevic,sore left Achilles,DNP,2014,4,2013
2014-04-16,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-16,Nets,Alan Anderson,sore abdominal muscle,DNP,2014,4,2013
2014-04-16,Nets,Deron Williams,right knee tendinitis,DNP,2014,4,2013
2014-04-16,Nets,Joe Johnson,right calf injury,DNP,2014,4,2013
2014-04-16,Nets,Kevin Garnett,rest,DNP,2014,4,2013
2014-04-16,Nets,Paul Pierce,rest,DNP,2014,4,2013
2014-04-16,Nets,Shaun Livingston,sprained right big toe,DNP,2014,4,2013
2014-04-16,Nuggets,J.J. Hickson,recovering from surgery on right knee to repair torn ACL,DNP,2014,4,2013
2014-04-16,Nuggets,Nate Robinson,recovering from surgery on left knee to repair torn ACL,DNP,2014,4,2013
2014-04-16,Nuggets,Ty Lawson,sprained left ankle,DNP,2014,4,2013
2014-04-16,Pacers,C.J. Watson,placed on IL,out for season,2014,4,2013
2014-04-16,Pelicans,Anthony Davis,back spasms,DNP,2014,4,2013
2014-04-16,Pelicans,Eric Gordon,left knee tendinitis,DNP,2014,4,2013
2014-04-16,Pelicans,Jason Smith,right knee injury,DNP,2014,4,2013
2014-04-16,Pistons,Josh Smith,patellar tendinitis in left knee,DNP,2014,4,2013
2014-04-16,Raptors,Landry Fields,respiratory ailment,DNP,2014,4,2013
2014-04-16,Rockets,Chandler Parsons,rest,DNP,2014,4,2013
2014-04-16,Rockets,Francisco Garcia,placed on IL,out for season,2014,4,2013
2014-04-16,Rockets,James Harden,placed on IL,out for season,2014,4,2013
2014-04-16,Rockets,Jeremy Lin,rest,DNP,2014,4,2013
