Date,Team,Relinquished,injury_name,status,year,month,played_season
2012-12-03,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,12,2012
2012-12-03,Jazz,Derrick Favors,plantar fasciitis in right foot,DNP,2012,12,2012
2012-12-03,Jazz,Marvin Williams,concussion,DNP,2012,12,2012
2012-12-03,Lakers,Steve Blake,surgery to repair torn abdominal muscle,out indefinitely,2012,12,2012
2012-12-03,Raptors,Linas Kleiza,sore left hip,DNP,2012,12,2012
2012-12-03,Warriors,Richard Jefferson,strained right calf,DNP,2012,12,2012
2012-12-04,76ers,Nick Young,hyperextended left big toe,DNP,2012,12,2012
2012-12-04,Bulls,Richard Hamilton,torn plantar fascia in left foot,"",2012,12,2012
2012-12-04,Heat,Norris Cole,groin injury,"",2012,12,2012
2012-12-04,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-04,Nets,Reggie Evans,flu,"",2012,12,2012
2012-12-04,Timberwolves,Andrei Kirilenko,back spasms,DNP,2012,12,2012
2012-12-05,Bucks,Mike Dunleavy Jr.,sore left knee,"",2012,12,2012
2012-12-05,Cavaliers,Dion Waiters,sprained left ankle,"",2012,12,2012
2012-12-05,Clippers,Chauncey Billups,sore left foot,"",2012,12,2012
2012-12-05,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,12,2012
2012-12-05,Jazz,Derrick Favors,plantar fasciitis in right foot,DNP,2012,12,2012
2012-12-05,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-05,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-05,Nuggets,Kosta Koufos,illness,"",2012,12,2012
2012-12-05,Spurs,Danny Green,hamstring injury,DNP,2012,12,2012
2012-12-05,Spurs,Patty Mills,ankle injury,DNP,2012,12,2012
2012-12-05,Timberwolves,Andrei Kirilenko,back spasms,DNP,2012,12,2012
2012-12-06,Heat,Dexter Pittman,strained quadricep,"",2012,12,2012
2012-12-06,Knicks,Carmelo Anthony,laceration on left middle finger,DNP,2012,12,2012
2012-12-06,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-06,Mavericks,Rodrigue Beaubois,finger injury,"",2012,12,2012
2012-12-07,76ers,Kwame Brown,stomach virus,DNP,2012,12,2012
2012-12-07,76ers,Nick Young,hyperextended left big toe,DNP,2012,12,2012
2012-12-07,76ers,Royal Ivey,strained right groin,DNP,2012,12,2012
2012-12-07,Celtics,Leandro Barbosa,flu,DNP,2012,12,2012
2012-12-07,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,12,2012
2012-12-07,Jazz,Al Jefferson,back spasms,DNP,2012,12,2012
2012-12-07,Jazz,Derrick Favors,plantar fasciitis in right foot,DNP,2012,12,2012
2012-12-07,Kings,Tyreke Evans,sore left knee,DNP,2012,12,2012
2012-12-07,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-07,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-08,76ers,Nick Young,hyperextended left big toe,DNP,2012,12,2012
2012-12-08,76ers,Royal Ivey,strained right groin,DNP,2012,12,2012
2012-12-08,Hawks,DeShawn Stevenson,DNP,"",2012,12,2012
2012-12-08,Hornets,Anthony Davis,stress reaction in left ankle,DNP,2012,12,2012
2012-12-08,Kings,Tyreke Evans,left knee injury,DNP,2012,12,2012
2012-12-08,Knicks,Carmelo Anthony,laceration on left middle finger,DNP,2012,12,2012
2012-12-08,Mavericks,Shawn Marion,strained right groin,"",2012,12,2012
2012-12-08,Spurs,DeJuan Blair,sprained left ankle,DNP,2012,12,2012
2012-12-08,Suns,P.J. Tucker,sprained right knee,DTD,2012,12,2012
2012-12-08,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-09,Jazz,Derrick Favors,plantar fasciitis in right foot,DNP,2012,12,2012
2012-12-09,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-09,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-09,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-09,Raptors,Mickael Pietrus,left knee tendinitis,DNP,2012,12,2012
2012-12-09,Suns,Goran Dragic,flu,DNP,2012,12,2012
2012-12-10,76ers,Damien Wilkins,strained right calf,DNP,2012,12,2012
2012-12-10,76ers,Royal Ivey,strained right groin,DNP,2012,12,2012
2012-12-10,Blazers,Nicolas Batum,sore back,"",2012,12,2012
2012-12-10,Blazers,Wes Matthews Jr.,bruised left hip,DNP,2012,12,2012
2012-12-10,Heat,Udonis Haslem,illness,"",2012,12,2012
2012-12-10,Kings,Tyreke Evans,sore left knee,DNP,2012,12,2012
2012-12-10,Mavericks,Dominique Jones,illness,DNP,2012,12,2012
2012-12-10,Raptors,Linas Kleiza,right knee injury,DNP,2012,12,2012
2012-12-10,Rockets,James Harden,sprained right ankle,DNP,2012,12,2012
2012-12-11,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-11,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-11,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-11,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-12,76ers,Damien Wilkins,strained right calf,DNP,2012,12,2012
2012-12-12,76ers,Royal Ivey,strep throat,DNP,2012,12,2012
2012-12-12,Bucks,Ekpe Udoh,left wrist injury,"",2012,12,2012
2012-12-12,Bucks,Larry Sanders,illness,DNP,2012,12,2012
2012-12-12,Bulls,Kirk Hinrich,left knee injury,DTD,2012,12,2012
2012-12-12,Cavaliers,Omri Casspi,gastroenteritis,DNP,2012,12,2012
2012-12-12,Mavericks,Jae Crowder,illness,DNP,2012,12,2012
2012-12-12,Nets,Jerry Stackhouse,sore right knee,"",2012,12,2012
2012-12-12,Raptors,Andrea Bargnani,torn ligament in right elbow,"",2012,12,2012
2012-12-12,Raptors,Kyle Lowry,torn right triceps,DNP,2012,12,2012
2012-12-12,Raptors,Linas Kleiza,sore right knee,DNP,2012,12,2012
2012-12-12,Timberwolves,Josh Howard,illness,DNP,2012,12,2012
2012-12-12,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-12,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-13,Blazers,Wes Matthews Jr.,bruised left hip,"",2012,12,2012
2012-12-13,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-13,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-14,76ers,Jrue Holiday,sprained left foot,DTD,2012,12,2012
2012-12-14,Bucks,Mike Dunleavy Jr.,bruised left knee,DNP,2012,12,2012
2012-12-14,Bucks,Tobias Harris,right elbow injury,"",2012,12,2012
2012-12-14,Hornets,Jason Smith,sprained right shoulder,DNP,2012,12,2012
2012-12-14,Lakers,Jordan Hill,back spasms,DNP,2012,12,2012
2012-12-14,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-14,Pacers,Lance Stephenson,sprained right ankle,DNP,2012,12,2012
2012-12-14,Raptors,Kyle Lowry,torn right triceps,"",2012,12,2012
2012-12-14,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-14,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-14,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-15,Bucks,Mike Dunleavy Jr.,bruised left knee,"",2012,12,2012
2012-12-15,Bulls,Kirk Hinrich,bruised left knee,DNP,2012,12,2012
2012-12-15,Cavaliers,Omri Casspi,gastroenteritis,DNP,2012,12,2012
2012-12-15,Grizzlies,Darrell Arthur,concussion,DNP,2012,12,2012
2012-12-15,Hawks,Anthony Morrow,sore back,"",2012,12,2012
2012-12-15,Knicks,Carmelo Anthony,sprained left ankle,DNP,2012,12,2012
2012-12-15,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-15,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-15,Pacers,Lance Stephenson,sprained right ankle,DNP,2012,12,2012
2012-12-15,Timberwolves,Josh Howard,hyperextended right knee,DNP,2012,12,2012
2012-12-15,Timberwolves,Kevin Love,flu  / right thumb injury,P,2012,12,2012
2012-12-15,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-15,Warriors,Festus Ezeli,bruised right knee,DNP,2012,12,2012
2012-12-15,Wizards,Nene Hilario,sore left foot,DNP,2012,12,2012
2012-12-16,76ers,Jrue Holiday,sprained left foot,DNP,2012,12,2012
2012-12-16,Hornets,Jason Smith,right shoulder injury,"",2012,12,2012
2012-12-16,Lakers,Jordan Hill,back spasms,DNP,2012,12,2012
2012-12-16,Lakers,Pau Gasol,tendinitis in both knees,DNP,2012,12,2012
2012-12-16,Rockets,Patrick Patterson,bone bruise in right foot,DNP,2012,12,2012
2012-12-16,Blazers,Joel Freeland,finger injury,"",2012,12,2012
2012-12-17,Kings,Tyreke Evans,sore left knee,DNP,2012,12,2012
2012-12-17,Knicks,Carmelo Anthony,sprained left ankle,DNP,2012,12,2012
2012-12-17,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-17,Pistons,Rodney Stuckey,back spasms,DNP,2012,12,2012
2012-12-17,Rockets,Patrick Patterson,bone bruise in right foot,DNP,2012,12,2012
2012-12-17,Spurs,Manu Ginobili,bruised left quadricep,DNP,2012,12,2012
2012-12-17,Timberwolves,Josh Howard,hyperextended right knee,DNP,2012,12,2012
2012-12-17,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-18,76ers,Jrue Holiday,sprained left foot,DNP,2012,12,2012
2012-12-18,Heat,Terrel Harris,illness,DTD,2012,12,2012
2012-12-18,Mavericks,Elton Brand,strained right groin,DNP,2012,12,2012
2012-12-18,Nets,Josh Childress,sore left foot,"",2012,12,2012
2012-12-18,Nuggets,Anthony Randolph,illness,"",2012,12,2012
2012-12-18,Timberwolves,Josh Howard,hyperextended right knee,DNP,2012,12,2012
2012-12-18,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-18,Timberwolves,Ricky Rubio,rest / sore left knee,DNP,2012,12,2012
2012-12-18,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-18,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-19,76ers,Jrue Holiday,sprained left foot,DNP,2012,12,2012
2012-12-19,Cavaliers,Anderson Varejao,bruised right knee,"",2012,12,2012
2012-12-19,Cavaliers,Daniel Gibson,sprained right ankle,DNP,2012,12,2012
2012-12-19,Celtics,Chris Wilcox,sprained right thumb,out indefinitely,2012,12,2012
2012-12-19,Hawks,Devin Harris,left foot injury,"",2012,12,2012
2012-12-19,Kings,Tyreke Evans,sore left knee,"",2012,12,2012
2012-12-19,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-19,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-19,Knicks,Steve Novak,flu,DNP,2012,12,2012
2012-12-19,Rockets,Patrick Patterson,bone bruise in right foot,DNP,2012,12,2012
2012-12-19,Wizards,Bradley Beal,back injury,DNP,2012,12,2012
2012-12-20,Blazers,LaMarcus Aldridge,sore left ankle,DNP,2012,12,2012
2012-12-20,Blazers,Nolan Smith,illness,"",2012,12,2012
2012-12-20,Magic,Glen Davis,strained left shoulder,out indefinitely,2012,12,2012
2012-12-20,Mavericks,Brandan Wright,sprained right ankle,DNP,2012,12,2012
2012-12-20,Mavericks,Derek Fisher,strained right knee,DNP,2012,12,2012
2012-12-20,Mavericks,Elton Brand,strained right groin,DNP,2012,12,2012
2012-12-20,Thunder,Kevin Martin,bruised right quadriceps,DNP,2012,12,2012
2012-12-20,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-20,Timberwolves,Josh Howard,torn ACL in right knee,out indefinitely,2012,12,2012
2012-12-21,Bobcats,Ben Gordon,sore right knee,DNP,2012,12,2012
2012-12-21,Celtics,Chris Wilcox,sprained right thumb,DNP,2012,12,2012
2012-12-21,Kings,Francisco Garcia,sore lower back,DNP,2012,12,2012
2012-12-21,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-21,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-21,Magic,Glen Davis,sprained left shoulder,DNP,2012,12,2012
2012-12-21,Mavericks,Elton Brand,strained right groin,DNP,2012,12,2012
2012-12-21,Raptors,Jonas Valanciunas,fractured right ring finger,out indefinitely,2012,12,2012
2012-12-21,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-21,Wizards,Bradley Beal,sore back,DNP,2012,12,2012
2012-12-21,Wizards,Nene Hilario,sore left foot  / flu,P,2012,12,2012
2012-12-21,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-22,Bobcats,Ben Gordon,sore right knee,DNP,2012,12,2012
2012-12-22,Bobcats,Gerald Henderson Jr.,bruised right shin,DNP,2012,12,2012
2012-12-22,Grizzlies,Tony Wroten Jr.,migraine headache,DNP,2012,12,2012
2012-12-22,Heat,Chris Bosh,flu,"",2012,12,2012
2012-12-22,Pacers,Gerald Green,sprained left ankle,"",2012,12,2012
2012-12-22,Rockets,Patrick Patterson,bone bruise in right foot,"",2012,12,2012
2012-12-22,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-22,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-23,Blazers,Wes Matthews Jr.,left hip injury,DNP,2012,12,2012
2012-12-23,Bobcats,B.J. Mullens,sprained left ankle,out indefinitely,2012,12,2012
2012-12-23,Jazz,Mo Williams,sprained right thumb,out indefiinitely,2012,12,2012
2012-12-23,Jazz,Mo Williams,sprained right thumb,DNP,2012,12,2012
2012-12-23,Kings,Francisco Garcia,sore lower back,DNP,2012,12,2012
2012-12-23,Knicks,Marcus Camby,sore left foot,DNP,2012,12,2012
2012-12-23,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-23,Magic,Glen Davis,sprained left shoulder,DNP,2012,12,2012
2012-12-23,Suns,Michael Beasley,illness,"",2012,12,2012
2012-12-23,Timberwolves,Kevin Love,left eye injury,DNP,2012,12,2012
2012-12-23,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-25,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-25,Nets,Kris Humphries,abdominal injury,"",2012,12,2012
2012-12-26,76ers,Jason Richardson,strained lower back,DNP,2012,12,2012
2012-12-26,Blazers,Wes Matthews Jr.,left hip injury,"",2012,12,2012
2012-12-26,Heat,Ray Allen,sore right shoulder,"",2012,12,2012
2012-12-26,Jazz,Mo Williams,sprained right thumb,DNP,2012,12,2012
2012-12-26,Knicks,Carmelo Anthony,hyperextended left knee,DNP,2012,12,2012
2012-12-26,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-26,Knicks,Raymond Felton,fractured right pinky finger,DNP,2012,12,2012
2012-12-26,Magic,Glen Davis,sprained left shoulder,DNP,2012,12,2012
2012-12-26,Nets,Deron Williams,bruised right wrist,DNP,2012,12,2012
2012-12-26,Raptors,Jonas Valanciunas,fractured right ring finger,"",2012,12,2012
2012-12-26,Spurs,Gary Neal,strained right calf,DNP,2012,12,2012
2012-12-26,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-27,Celtics,Chris Wilcox,sprained right thumb,DNP,2012,12,2012
2012-12-27,Mavericks,Rodrigue Beaubois,flu,"",2012,12,2012
2012-12-28,Hawks,DeShawn Stevenson,knee injury,DNP,2012,12,2012
2012-12-28,Hawks,Ivan Johnson,illness,DNP,2012,12,2012
2012-12-28,Jazz,Mo Williams,sprained right thumb,DNP,2012,12,2012
2012-12-28,Knicks,Carmelo Anthony,hyperextended left knee,DNP,2012,12,2012
2012-12-28,Knicks,Rasheed Wallace,sore left foot,DNP,2012,12,2012
2012-12-28,Knicks,Raymond Felton,fractured right pinky finger,DNP,2012,12,2012
2012-12-28,Magic,Glen Davis,sprained left shoulder,DNP,2012,12,2012
2012-12-28,Nets,Tornike Shengelia,flu,"",2012,12,2012
2012-12-28,Pacers,Sam Young,flu,DNP,2012,12,2012
2012-12-28,Pistons,Rodney Stuckey,sprained left ankle,"",2012,12,2012
2012-12-28,Rockets,Carlos Delfino,illness,DNP,2012,12,2012
2012-12-28,Spurs,Gary Neal,strained right calf,DNP,2012,12,2012
2012-12-28,Suns,Goran Dragic,bruised/sore left hip,"",2012,12,2012
2012-12-28,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-28,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-29,Cavaliers,Daniel Gibson,concussion,"",2012,12,2012
2012-12-29,Celtics,Rajon Rondo,hip injury,DNP,2012,12,2012
2012-12-29,Hawks,Anthony Morrow,strained right hip,DTD,2012,12,2012
2012-12-29,Hawks,Josh Smith,hip flexor injury,DNP,2012,12,2012
2012-12-29,Heat,Udonis Haslem,shoulder injury,"",2012,12,2012
2012-12-29,Magic,E'Twaun Moore,sprained left elbow,DNP,2012,12,2012
2012-12-29,Magic,Glen Davis,sprained left shoulder,"",2012,12,2012
2012-12-29,Magic,Jameer Nelson,sore left hip,DNP,2012,12,2012
2012-12-29,Pacers,Sam Young,flu,DNP,2012,12,2012
2012-12-29,Rockets,Carlos Delfino,illness,DNP,2012,12,2012
2012-12-29,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2012,12,2012
2012-12-29,Timberwolves,Ricky Rubio,back spasms,DNP,2012,12,2012
2012-12-29,Wizards,A.J. Price,fractured right hand,DNP,2012,12,2012
2012-12-29,Wizards,Jordan Crawford,sore left ankle,DNP,2012,12,2012
2012-12-29,Wizards,Trevor Ariza,strained left calf,DNP,2012,12,2012
2012-12-30,Celtics,Chris Wilcox,sprained right thumb,DNP,2012,12,2012
2012-12-30,Jazz,Marvin Williams,right knee inflammation,DNP,2012,12,2012
2012-12-30,Jazz,Mo Williams,sprained right thumb,DNP,2012,12,2012
2012-12-30,Kings,Aaron Brooks,sore left ankle,DNP,2012,12,2012
2012-12-30,Spurs,Gary Neal,strained right calf,DNP,2012,12,2012
2012-12-31,Bobcats,Michael Kidd-Gilchrist,scratched cornea,DNP,2012,12,2012
2012-12-31,Bulls,Kirk Hinrich,left knee injury,DNP,2012,12,2012
2012-12-31,Grizzlies,Quincy Pondexter,sprained MCL in left knee,"",2012,12,2012
2012-12-31,Magic,E'Twaun Moore,sprained left elbow,DNP,2012,12,2012
2012-12-31,Magic,Gustavo Ayon,bruised right thigh,DNP,2012,12,2012
2012-12-31,Magic,Jameer Nelson,sore left hip,DNP,2012,12,2012
2012-12-31,Nets,Gerald Wallace,sore/bruised left knee,"",2012,12,2012
2012-12-31,Pacers,George Hill,strained right groin,DNP,2012,12,2012
2012-12-31,Spurs,Gary Neal,strained right calf,DNP,2012,12,2012
2013-01-01,Blazers,Meyers Leonard,sprained right ankle,"",2013,1,2012
2013-01-01,Hawks,Anthony Morrow,strained right hip,DNP,2013,1,2012
2013-01-01,Kings,Marcus Thornton,sprained left ankle,DNP,2013,1,2012
2013-01-01,Knicks,Rasheed Wallace,sore left foot,DNP,2013,1,2012
2013-01-01,Knicks,Raymond Felton,fractured right pinky finger,"",2013,1,2012
2013-01-01,Lakers,Chris Duhon,back spasms,DNP,2013,1,2012
2013-01-01,Mavericks,Brandan Wright,strained left quadricep,"",2013,1,2012
2013-01-01,Nuggets,Ty Lawson,strained left Achilles tendon,DNP,2013,1,2012
2013-01-01,Wizards,A.J. Price,fractured right hand,DNP,2013,1,2012
2013-01-01,Wizards,Trevor Ariza,strained left calf,DNP,2013,1,2012
2013-01-02,Bucks,Beno Udrih,right ankle injury,"",2013,1,2012
2013-01-02,Bulls,Joakim Noah,flu,DNP,2013,1,2012
2013-01-02,Bulls,Vladimir Radmanovic,flu,DNP,2013,1,2012
2013-01-02,Celtics,Chris Wilcox,placed on IL sprained right thumb,"",2013,1,2012
2013-01-02,Celtics,Kris Joseph,sprained right ankle,DNP,2013,1,2012
2013-01-02,Hornets,Eric Gordon,right knee injury,DNP,2013,1,2012
2013-01-02,Jazz,Mo Williams,surgery on right thumb,out indefinitely,2013,1,2012
2013-01-02,Jazz,Mo Williams,recovering from surgery on right thumb,DNP,2013,1,2012
2013-01-02,Kings,Marcus Thornton,sprained left ankle,DNP,2013,1,2012
2013-01-02,Magic,E'Twaun Moore,sprained left elbow,DNP,2013,1,2012
2013-01-02,Nets,C.J. Watson,right knee injury,DTD,2013,1,2012
2013-01-02,Nets,Jerry Stackhouse,hamstring injury,"",2013,1,2012
2013-01-02,Raptors,Linas Kleiza,sore right knee,DNP,2013,1,2012
2013-01-02,Rockets,Cole Aldrich,flu,DNP,2013,1,2012
2013-01-02,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2013,1,2012
2013-01-02,Timberwolves,Ricky Rubio,back spasms,DNP,2013,1,2012
2013-01-02,Wizards,A.J. Price,fractured right hand,DNP,2013,1,2012
2013-01-02,Wizards,Trevor Ariza,strained left calf,DNP,2013,1,2012
2013-01-02,Celtics,Fab Melo,concussion,DTD,2013,1,2012
2013-01-03,Knicks,Rasheed Wallace,sore left foot,DNP,2013,1,2012
2013-01-03,Timberwolves,Malcom Lee,hyperextended right knee,DNP,2013,1,2012
2013-01-03,Timberwolves,Ricky Rubio,back spasms,DNP,2013,1,2012
2013-01-04,Clippers,Jamal Crawford,sore left foot,DNP,2013,1,2012
2013-01-04,Grizzlies,Zach Randolph,flu,DNP,2013,1,2012
2013-01-04,Hawks,Anthony Morrow,strained right hip,DNP,2013,1,2012
2013-01-04,Hawks,Johan Petro,sore back / flu,DNP,2013,1,2012
2013-01-04,Jazz,Enes Kanter,sprained right ankle,DNP,2013,1,2012
2013-01-04,Jazz,Mo Williams,recovering from surgery on right thumb,DNP,2013,1,2012
2013-01-04,Kings,Marcus Thornton,sprained left ankle,DNP,2013,1,2012
2013-01-04,Nets,Kris Humphries,sprained left ankle,"",2013,1,2012
2013-01-04,Pacers,Sam Young,sprained left ankle,DNP,2013,1,2012
2013-01-04,Raptors,Linas Kleiza,sore right knee,DNP,2013,1,2012
2013-01-04,Wizards,A.J. Price,fractured right hand,DNP,2013,1,2012
2013-01-04,Wizards,Trevor Ariza,strained left calf,DNP,2013,1,2012
2013-01-05,Bucks,Ersan Ilyasova,sprained right ankle,"",2013,1,2012
2013-01-05,Bucks,Sam Young,sprained left ankle,DNP,2013,1,2012
2013-01-05,Cavaliers,Samardo Samuels,illness,DNP,2013,1,2012
2013-01-05,Clippers,Jamal Crawford,sore left foot,DNP,2013,1,2012
2013-01-05,Hawks,Anthony Morrow,strained right hip,DNP,2013,1,2012
2013-01-05,Jazz,Enes Kanter,sprained right ankle,DNP,2013,1,2012
2013-01-05,Jazz,Mo Williams,recovering from surgery on right thumb,DNP,2013,1,2012
2013-01-05,Kings,Marcus Thornton,sprained left ankle,DNP,2013,1,2012
2013-01-05,Knicks,Rasheed Wallace,sore left foot,DNP,2013,1,2012
